point_id,created_at,user_id,point_delta,reason,campaign_id
p_00022459,2025-01-03 22:01:17,u_003472,5,steps_reward,step_promo_default
p_00078164,2025-01-03 22:01:17,u_012070,4,steps_reward,step_promo_default
p_00006816,2025-01-03 22:01:18,u_001064,3,steps_reward,step_promo_default
p_00019353,2025-01-03 22:01:21,u_002990,3,steps_reward,step_promo_default
p_00036515,2025-01-03 22:01:22,u_005632,3,steps_reward,step_promo_default
p_00067756,2025-01-03 22:01:24,u_010477,2,steps_reward,step_promo_default
p_00056923,2025-01-03 22:01:25,u_008776,2,steps_reward,step_promo_default
p_00080106,2025-01-03 22:01:31,u_012376,1,steps_reward,step_promo_default
p_00003191,2025-01-03 22:01:35,u_000506,5,steps_reward,step_promo_default
p_00010273,2025-01-03 22:01:37,u_001590,5,steps_reward,step_promo_default
p_00066909,2025-01-03 22:01:50,u_010351,2,steps_reward,step_promo_default
p_00055358,2025-01-03 22:01:59,u_008533,2,steps_reward,step_promo_default
p_00002967,2025-01-03 22:02:12,u_000472,3,steps_reward,step_promo_default
p_00051047,2025-01-03 22:02:18,u_007870,3,steps_reward,step_promo_default
p_00062406,2025-01-03 22:02:19,u_009659,4,steps_reward,step_promo_default
p_00053316,2025-01-03 22:02:24,u_008216,-1,steps_reward,step_promo_default
p_00017030,2025-01-03 22:02:27,u_002643,3,steps_reward,step_promo_default
p_00084876,2025-01-03 22:02:28,u_013131,5,steps_reward,step_promo_default
p_00041780,2025-01-03 22:02:29,u_006441,2,steps_reward,step_promo_default
p_00086650,2025-01-03 22:02:30,u_013396,2,steps_reward,step_promo_default
p_00078143,2025-01-03 22:02:34,u_012067,-1,steps_reward,step_promo_default
p_00105604,2025-01-03 22:02:36,u_007083,5,ad_reward,ad_watch_bonus
p_00011825,2025-01-03 22:02:40,u_001825,3,steps_reward,step_promo_default
p_00074936,2025-01-03 22:02:45,u_011576,3,steps_reward,step_promo_default
p_00011544,2025-01-03 22:02:47,u_001785,3,steps_reward,step_promo_default
p_00063952,2025-01-03 22:02:48,u_009885,3,steps_reward,step_promo_default
p_00001386,2025-01-03 22:02:55,u_000228,3,steps_reward,step_promo_default
p_00001064,2025-01-03 22:02:57,u_000178,3,steps_reward,step_promo_default
p_00014263,2025-01-03 22:03:18,u_002216,5,steps_reward,step_promo_default
p_00029183,2025-01-03 22:03:19,u_004505,-1,steps_reward,step_promo_default
p_00024051,2025-01-03 22:03:19,u_003724,2,steps_reward,step_promo_default
p_00010607,2025-01-03 22:03:32,u_001639,5,steps_reward,step_promo_default
p_00000618,2025-01-03 22:03:32,u_000106,-1,steps_reward,step_promo_default
p_00089460,2025-01-03 22:03:33,u_013817,3,steps_reward,step_promo_default
p_00076919,2025-01-03 22:03:42,u_011879,2,steps_reward,step_promo_default
p_00099910,2025-01-03 22:03:47,u_001432,5,ad_reward,ad_watch_bonus
p_00072488,2025-01-03 22:03:53,u_011206,3,steps_reward,step_promo_default
p_00094363,2025-01-03 22:03:57,u_014568,-1,steps_reward,step_promo_default
p_00108134,2025-01-03 22:03:58,u_004587,7,ad_reward,ad_watch_bonus
p_00051675,2025-01-03 22:04:00,u_007966,2,steps_reward,step_promo_default
p_00044953,2025-01-03 22:04:01,u_006923,3,steps_reward,step_promo_default
p_00026696,2025-01-03 22:04:01,u_004132,2,steps_reward,step_promo_default
p_00008757,2025-01-03 22:04:01,u_001364,-1,steps_reward,step_promo_default
p_00090481,2025-01-03 22:04:01,u_013965,5,steps_reward,step_promo_default
p_00017893,2025-01-03 22:04:02,u_002773,3,steps_reward,step_promo_default
p_00087717,2025-01-03 22:04:10,u_013557,3,steps_reward,step_promo_default
p_00044669,2025-01-03 22:04:11,u_006879,3,steps_reward,step_promo_default
p_00107453,2025-01-03 22:04:12,u_003568,3,ad_reward,ad_watch_bonus
p_00031503,2025-01-03 22:04:16,u_004870,3,steps_reward,step_promo_default
p_00100390,2025-01-03 22:04:16,u_006192,12,ad_reward,ad_watch_bonus
p_00103266,2025-01-03 22:04:19,u_006646,3,ad_reward,ad_watch_bonus
p_00088676,2025-01-03 22:04:21,u_013697,3,steps_reward,step_promo_default
p_00084963,2025-01-03 22:04:23,u_013144,3,steps_reward,step_promo_default
p_00028595,2025-01-03 22:04:27,u_004418,-1,steps_reward,step_promo_default
p_00092130,2025-01-03 22:04:28,u_014214,3,steps_reward,step_promo_default
p_00005586,2025-01-03 22:04:28,u_000877,3,steps_reward,step_promo_default
p_00072612,2025-01-03 22:04:29,u_011224,3,steps_reward,step_promo_default
p_00065278,2025-01-03 22:04:34,u_010096,3,steps_reward,step_promo_default
p_00003226,2025-01-03 22:04:34,u_000511,3,steps_reward,step_promo_default
p_00090074,2025-01-03 22:04:36,u_013901,3,steps_reward,step_promo_default
p_00004121,2025-01-03 22:04:39,u_000647,-1,steps_reward,step_promo_default
p_00006145,2025-01-03 22:04:40,u_000955,-1,steps_reward,step_promo_default
p_00061531,2025-01-03 22:04:45,u_009520,-1,steps_reward,step_promo_default
p_00088892,2025-01-03 22:04:50,u_013730,3,steps_reward,step_promo_default
p_00034884,2025-01-03 22:04:54,u_005378,3,steps_reward,step_promo_default
p_00070147,2025-01-03 22:04:59,u_010844,5,steps_reward,step_promo_default
p_00061685,2025-01-03 22:05:03,u_009550,3,steps_reward,step_promo_default
p_00027386,2025-01-03 22:05:19,u_004237,2,steps_reward,step_promo_default
p_00038724,2025-01-03 22:05:21,u_005967,-1,steps_reward,step_promo_default
p_00026980,2025-01-03 22:05:21,u_004177,3,steps_reward,step_promo_default
p_00094829,2025-01-03 22:05:23,u_014637,2,steps_reward,step_promo_default
p_00083551,2025-01-03 22:05:24,u_012924,-1,steps_reward,step_promo_default
p_00099738,2025-01-03 22:05:33,u_008748,5,ad_reward,ad_watch_bonus
p_00088988,2025-01-03 22:05:33,u_013744,5,steps_reward,step_promo_default
p_00071012,2025-01-03 22:05:35,u_010981,10,steps_reward,step_promo_default
p_00059923,2025-01-03 22:05:35,u_009254,3,steps_reward,step_promo_default
p_00048344,2025-01-03 22:05:35,u_007445,5,steps_reward,step_promo_default
p_00021151,2025-01-03 22:05:36,u_003262,3,steps_reward,step_promo_default
p_00047891,2025-01-03 22:05:40,u_007381,5,steps_reward,step_promo_default
p_00105304,2025-01-03 22:05:40,u_014168,3,ad_reward,ad_watch_bonus
p_00014284,2025-01-03 22:05:56,u_002219,5,steps_reward,step_promo_default
p_00067317,2025-01-03 22:06:01,u_010409,3,steps_reward,step_promo_default
p_00077123,2025-01-03 22:06:03,u_011909,-1,steps_reward,step_promo_default
p_00036935,2025-01-03 22:06:07,u_005693,2,steps_reward,step_promo_default
p_00012342,2025-01-03 22:06:16,u_001914,2,steps_reward,step_promo_default
p_00003902,2025-01-03 22:06:23,u_000613,5,steps_reward,step_promo_default
p_00102721,2025-01-03 22:06:32,u_012870,10,ad_reward,ad_watch_bonus
p_00089454,2025-01-03 22:06:32,u_013816,2,steps_reward,step_promo_default
p_00097566,2025-01-03 22:06:33,u_003335,10,ad_reward,ad_watch_bonus
p_00066038,2025-01-03 22:06:38,u_010215,3,steps_reward,step_promo_default
p_00054106,2025-01-03 22:06:40,u_008333,3,steps_reward,step_promo_default
p_00022180,2025-01-03 22:06:43,u_003428,3,steps_reward,step_promo_default
p_00097461,2025-01-03 22:06:46,u_013761,7,ad_reward,ad_watch_bonus
p_00030272,2025-01-03 22:06:54,u_004674,2,steps_reward,step_promo_default
p_00082559,2025-01-03 22:06:57,u_012759,3,steps_reward,step_promo_default
p_00049562,2025-01-03 22:07:00,u_007635,5,steps_reward,step_promo_default
p_00025232,2025-01-03 22:07:02,u_003913,3,steps_reward,step_promo_default
p_00073055,2025-01-03 22:07:05,u_011289,2,steps_reward,step_promo_default
p_00094271,2025-01-03 22:07:12,u_014556,6,steps_reward,step_promo_default
p_00016341,2025-01-03 22:07:12,u_002540,-1,steps_reward,step_promo_default
p_00010726,2025-01-03 22:07:20,u_001658,3,steps_reward,step_promo_default
p_00031509,2025-01-03 22:07:20,u_004872,3,steps_reward,step_promo_default
p_00062590,2025-01-03 22:07:23,u_009692,3,steps_reward,step_promo_default
p_00096364,2025-01-03 22:07:23,u_014877,5,steps_reward,step_promo_default
p_00092901,2025-01-03 22:07:25,u_014337,5,steps_reward,step_promo_default
p_00046303,2025-01-03 22:07:28,u_007137,3,steps_reward,step_promo_default
p_00059328,2025-01-03 22:07:29,u_009163,3,steps_reward,step_promo_default
p_00004174,2025-01-03 22:07:30,u_000654,3,steps_reward,step_promo_default
p_00024605,2025-01-03 22:07:33,u_003815,3,steps_reward,step_promo_default
p_00037788,2025-01-03 22:07:35,u_005817,3,steps_reward,step_promo_default
p_00057325,2025-01-03 22:07:37,u_008844,2,steps_reward,step_promo_default
p_00018507,2025-01-03 22:07:37,u_002863,3,steps_reward,step_promo_default
p_00078960,2025-01-03 22:07:39,u_012199,3,steps_reward,step_promo_default
p_00002781,2025-01-03 22:07:50,u_000438,3,steps_reward,step_promo_default
p_00038680,2025-01-03 22:07:51,u_005960,3,steps_reward,step_promo_default
p_00044536,2025-01-03 22:07:51,u_006860,3,steps_reward,step_promo_default
p_00067070,2025-01-03 22:08:07,u_010372,3,steps_reward,step_promo_default
p_00087194,2025-01-03 22:08:20,u_013480,3,steps_reward,step_promo_default
p_00107713,2025-01-03 22:08:32,u_000351,5,ad_reward,ad_watch_bonus
p_00037068,2025-01-03 22:08:32,u_005712,1,steps_reward,step_promo_default
p_00085922,2025-01-03 22:08:33,u_013282,5,steps_reward,step_promo_default
p_00031023,2025-01-03 22:08:45,u_004787,3,steps_reward,step_promo_default
p_00012589,2025-01-03 22:08:47,u_001952,3,steps_reward,step_promo_default
p_00049091,2025-01-03 22:08:51,u_007565,-1,steps_reward,step_promo_default
p_00046413,2025-01-03 22:08:57,u_007150,3,steps_reward,step_promo_default
p_00028823,2025-01-03 22:09:00,u_004449,3,steps_reward,step_promo_default
p_00056211,2025-01-03 22:09:07,u_008664,2,steps_reward,step_promo_default
p_00058638,2025-01-03 22:09:15,u_009054,3,steps_reward,step_promo_default
p_00039311,2025-01-03 22:09:16,u_006053,3,steps_reward,step_promo_default
p_00072984,2025-01-03 22:09:27,u_011278,3,steps_reward,step_promo_default
p_00051128,2025-01-03 22:09:36,u_007881,2,steps_reward,step_promo_default
p_00054690,2025-01-03 22:09:38,u_008426,2,steps_reward,step_promo_default
p_00099157,2025-01-03 22:09:40,u_001877,7,ad_reward,ad_watch_bonus
p_00099185,2025-01-03 22:09:45,u_009610,10,ad_reward,ad_watch_bonus
p_00047576,2025-01-03 22:09:46,u_007333,-1,steps_reward,step_promo_default
p_00048844,2025-01-03 22:09:50,u_007525,3,steps_reward,step_promo_default
p_00034885,2025-01-03 22:09:58,u_005378,2,steps_reward,step_promo_default
p_00060411,2025-01-03 22:10:09,u_009336,3,steps_reward,step_promo_default
p_00039130,2025-01-03 22:10:14,u_006025,2,steps_reward,step_promo_default
p_00019213,2025-01-03 22:10:16,u_002967,3,steps_reward,step_promo_default
p_00099756,2025-01-03 22:10:18,u_007170,10,ad_reward,ad_watch_bonus
p_00092496,2025-01-03 22:10:21,u_014276,3,steps_reward,step_promo_default
p_00085462,2025-01-03 22:10:21,u_013218,5,steps_reward,step_promo_default
p_00023089,2025-01-03 22:10:24,u_003569,2,steps_reward,step_promo_default
p_00061411,2025-01-03 22:10:25,u_009499,5,steps_reward,step_promo_default
p_00105300,2025-01-03 22:10:27,u_007043,5,ad_reward,ad_watch_bonus
p_00091101,2025-01-03 22:10:36,u_014060,2,steps_reward,step_promo_default
p_00008364,2025-01-03 22:10:42,u_001306,3,steps_reward,step_promo_default
p_00093989,2025-01-03 22:10:44,u_014512,3,steps_reward,step_promo_default
p_00062432,2025-01-03 22:10:49,u_009664,3,steps_reward,step_promo_default
p_00091853,2025-01-03 22:10:50,u_014176,5,steps_reward,step_promo_default
p_00055552,2025-01-03 22:10:51,u_008559,-1,steps_reward,step_promo_default
p_00039007,2025-01-03 22:10:52,u_006006,3,steps_reward,step_promo_default
p_00087664,2025-01-03 22:10:52,u_013551,7,steps_reward,step_promo_default
p_00023393,2025-01-03 22:11:02,u_003615,3,steps_reward,step_promo_default
p_00099405,2025-01-03 22:11:05,u_004179,3,ad_reward,ad_watch_bonus
p_00015371,2025-01-03 22:11:10,u_002385,5,steps_reward,step_promo_default
p_00033214,2025-01-03 22:11:12,u_005121,3,steps_reward,step_promo_default
p_00093122,2025-01-03 22:11:12,u_014372,6,steps_reward,step_promo_default
p_00024912,2025-01-03 22:11:21,u_003860,3,steps_reward,step_promo_default
p_00002066,2025-01-03 22:11:35,u_000329,-1,steps_reward,step_promo_default
p_00046627,2025-01-03 22:11:35,u_007188,3,steps_reward,step_promo_default
p_00061059,2025-01-03 22:11:39,u_009442,4,steps_reward,step_promo_default
p_00073419,2025-01-03 22:11:46,u_011344,3,steps_reward,step_promo_default
p_00081699,2025-01-03 22:11:49,u_012630,3,steps_reward,step_promo_default
p_00105247,2025-01-03 22:11:49,u_013538,7,ad_reward,ad_watch_bonus
p_00015424,2025-01-03 22:11:51,u_002395,2,steps_reward,step_promo_default
p_00086868,2025-01-03 22:11:54,u_013432,3,steps_reward,step_promo_default
p_00020404,2025-01-03 22:11:58,u_003150,2,steps_reward,step_promo_default
p_00013809,2025-01-03 22:12:05,u_002144,5,steps_reward,step_promo_default
p_00098538,2025-01-03 22:12:11,u_003464,12,ad_reward,ad_watch_bonus
p_00097298,2025-01-03 22:12:15,u_008994,12,ad_reward,ad_watch_bonus
p_00033213,2025-01-03 22:12:24,u_005121,3,steps_reward,step_promo_default
p_00051046,2025-01-03 22:12:29,u_007870,3,steps_reward,step_promo_default
p_00010770,2025-01-03 22:12:30,u_001663,2,steps_reward,step_promo_default
p_00072218,2025-01-03 22:12:46,u_011161,2,steps_reward,step_promo_default
p_00095006,2025-01-03 22:12:48,u_014662,2,steps_reward,step_promo_default
p_00006297,2025-01-03 22:12:49,u_000978,3,steps_reward,step_promo_default
p_00095033,2025-01-03 22:12:51,u_014668,3,steps_reward,step_promo_default
p_00029466,2025-01-03 22:12:53,u_004549,-1,steps_reward,step_promo_default
p_00032429,2025-01-03 22:12:55,u_005008,3,steps_reward,step_promo_default
p_00046198,2025-01-03 22:12:56,u_007123,3,steps_reward,step_promo_default
p_00054615,2025-01-03 22:12:57,u_008414,5,steps_reward,step_promo_default
p_00044899,2025-01-03 22:12:59,u_006914,3,steps_reward,step_promo_default
p_00051237,2025-01-03 22:13:05,u_007899,3,steps_reward,step_promo_default
p_00045053,2025-01-03 22:13:08,u_006937,2,steps_reward,step_promo_default
p_00029369,2025-01-03 22:13:28,u_004532,2,steps_reward,step_promo_default
p_00072387,2025-01-03 22:13:29,u_011187,3,steps_reward,step_promo_default
p_00065731,2025-01-03 22:13:32,u_010166,-1,steps_reward,step_promo_default
p_00059273,2025-01-03 22:13:32,u_009153,1,steps_reward,step_promo_default
p_00087603,2025-01-03 22:13:33,u_013543,3,steps_reward,step_promo_default
p_00087916,2025-01-03 22:13:34,u_013585,10,steps_reward,step_promo_default
p_00077278,2025-01-03 22:13:34,u_011929,5,steps_reward,step_promo_default
p_00041879,2025-01-03 22:13:38,u_006456,3,steps_reward,step_promo_default
p_00077919,2025-01-03 22:13:39,u_012026,5,steps_reward,step_promo_default
p_00078693,2025-01-03 22:13:47,u_012155,3,steps_reward,step_promo_default
p_00039933,2025-01-03 22:13:57,u_006147,3,steps_reward,step_promo_default
p_00050996,2025-01-03 22:13:59,u_007862,3,steps_reward,step_promo_default
p_00094930,2025-01-03 22:14:08,u_014651,3,steps_reward,step_promo_default
p_00009400,2025-01-03 22:14:15,u_001462,5,steps_reward,step_promo_default
p_00043742,2025-01-03 22:14:28,u_006741,3,steps_reward,step_promo_default
p_00018056,2025-01-03 22:14:29,u_002798,2,steps_reward,step_promo_default
p_00024234,2025-01-03 22:14:35,u_003755,3,steps_reward,step_promo_default
p_00094626,2025-01-03 22:14:40,u_014604,5,steps_reward,step_promo_default
p_00081288,2025-01-03 22:14:41,u_012568,3,steps_reward,step_promo_default
p_00056433,2025-01-03 22:14:44,u_008697,3,steps_reward,step_promo_default
p_00008972,2025-01-03 22:14:45,u_001396,3,steps_reward,step_promo_default
p_00094089,2025-01-03 22:14:45,u_014526,4,steps_reward,step_promo_default
p_00047662,2025-01-03 22:14:46,u_007347,5,steps_reward,step_promo_default
p_00031212,2025-01-03 22:14:48,u_004820,3,steps_reward,step_promo_default
p_00035733,2025-01-03 22:14:49,u_005502,3,steps_reward,step_promo_default
p_00019631,2025-01-03 22:14:53,u_003035,5,steps_reward,step_promo_default
p_00033855,2025-01-03 22:15:00,u_005221,2,steps_reward,step_promo_default
p_00007806,2025-01-03 22:15:08,u_001218,5,steps_reward,step_promo_default
p_00104946,2025-01-03 22:15:10,u_013972,10,ad_reward,ad_watch_bonus
p_00041756,2025-01-03 22:15:18,u_006438,-1,steps_reward,step_promo_default
p_00020198,2025-01-03 22:15:18,u_003122,3,steps_reward,step_promo_default
p_00085503,2025-01-03 22:15:19,u_013224,5,steps_reward,step_promo_default
p_00058320,2025-01-03 22:15:24,u_009006,-1,steps_reward,step_promo_default
p_00025278,2025-01-03 22:15:27,u_003921,5,steps_reward,step_promo_default
p_00039410,2025-01-03 22:15:28,u_006066,3,steps_reward,step_promo_default
p_00081876,2025-01-03 22:15:36,u_012652,5,steps_reward,step_promo_default
p_00096427,2025-01-03 22:15:38,u_014890,2,steps_reward,step_promo_default
p_00008396,2025-01-03 22:15:43,u_001312,5,steps_reward,step_promo_default
p_00096459,2025-01-03 22:15:43,u_014895,3,steps_reward,step_promo_default
p_00000410,2025-01-03 22:15:46,u_000071,3,steps_reward,step_promo_default
p_00024374,2025-01-03 22:15:55,u_003775,3,steps_reward,step_promo_default
p_00062783,2025-01-03 22:15:56,u_009721,2,steps_reward,step_promo_default
p_00063377,2025-01-03 22:16:00,u_009802,2,steps_reward,step_promo_default
p_00042959,2025-01-03 22:16:10,u_006619,-1,steps_reward,step_promo_default
p_00093459,2025-01-03 22:16:15,u_014428,3,steps_reward,step_promo_default
p_00092817,2025-01-03 22:16:28,u_014323,3,steps_reward,step_promo_default
p_00070727,2025-01-03 22:16:29,u_010939,3,steps_reward,step_promo_default
p_00040596,2025-01-03 22:16:47,u_006262,5,steps_reward,step_promo_default
p_00048267,2025-01-03 22:16:57,u_007433,2,steps_reward,step_promo_default
p_00077696,2025-01-03 22:17:05,u_011992,3,steps_reward,step_promo_default
p_00088467,2025-01-03 22:17:11,u_013665,3,steps_reward,step_promo_default
p_00105399,2025-01-03 22:17:19,u_011620,5,ad_reward,ad_watch_bonus
p_00009386,2025-01-03 22:17:22,u_001460,3,steps_reward,step_promo_default
p_00054624,2025-01-03 22:17:23,u_008416,4,steps_reward,step_promo_default
p_00052823,2025-01-03 22:17:27,u_008143,3,steps_reward,step_promo_default
p_00030560,2025-01-03 22:17:32,u_004713,2,steps_reward,step_promo_default
p_00087030,2025-01-03 22:17:33,u_013455,-1,steps_reward,step_promo_default
p_00012289,2025-01-03 22:17:44,u_001903,2,steps_reward,step_promo_default
p_00028181,2025-01-03 22:17:50,u_004356,-1,steps_reward,step_promo_default
p_00061709,2025-01-03 22:17:53,u_009553,2,steps_reward,step_promo_default
p_00076603,2025-01-03 22:17:57,u_011830,2,steps_reward,step_promo_default
p_00017607,2025-01-03 22:18:00,u_002732,3,steps_reward,step_promo_default
p_00029717,2025-01-03 22:18:00,u_004586,4,steps_reward,step_promo_default
p_00103960,2025-01-03 22:18:02,u_012059,12,ad_reward,ad_watch_bonus
p_00023763,2025-01-03 22:18:02,u_003677,3,steps_reward,step_promo_default
p_00094209,2025-01-03 22:18:05,u_014548,3,steps_reward,step_promo_default
p_00054827,2025-01-03 22:18:07,u_008445,5,steps_reward,step_promo_default
p_00079422,2025-01-03 22:18:08,u_012267,2,steps_reward,step_promo_default
p_00087792,2025-01-03 22:18:16,u_013567,2,steps_reward,step_promo_default
p_00064550,2025-01-03 22:18:17,u_009986,4,steps_reward,step_promo_default
p_00009349,2025-01-03 22:18:19,u_001454,5,steps_reward,step_promo_default
p_00037968,2025-01-03 22:18:21,u_005847,5,steps_reward,step_promo_default
p_00040308,2025-01-03 22:18:29,u_006210,-1,steps_reward,step_promo_default
p_00073379,2025-01-03 22:18:47,u_011337,2,steps_reward,step_promo_default
p_00054606,2025-01-03 22:18:47,u_008413,3,steps_reward,step_promo_default
p_00076724,2025-01-03 22:18:47,u_011848,5,steps_reward,step_promo_default
p_00023387,2025-01-03 22:18:48,u_003614,-1,steps_reward,step_promo_default
p_00006101,2025-01-03 22:19:00,u_000949,3,steps_reward,step_promo_default
p_00069165,2025-01-03 22:19:00,u_010689,3,steps_reward,step_promo_default
p_00064444,2025-01-03 22:19:18,u_009970,-1,steps_reward,step_promo_default
p_00072815,2025-01-03 22:19:23,u_011256,5,steps_reward,step_promo_default
p_00058671,2025-01-03 22:19:26,u_009059,2,steps_reward,step_promo_default
p_00082157,2025-01-03 22:19:34,u_012699,3,steps_reward,step_promo_default
p_00012607,2025-01-03 22:19:36,u_001957,5,steps_reward,step_promo_default
p_00067815,2025-01-03 22:19:37,u_010488,2,steps_reward,step_promo_default
p_00068596,2025-01-03 22:19:43,u_010594,3,steps_reward,step_promo_default
p_00007704,2025-01-03 22:20:01,u_001202,2,steps_reward,step_promo_default
p_00105926,2025-01-03 22:20:02,u_010922,3,ad_reward,ad_watch_bonus
p_00042467,2025-01-03 22:20:04,u_006539,-1,steps_reward,step_promo_default
p_00016535,2025-01-03 22:20:10,u_002568,3,steps_reward,step_promo_default
p_00069749,2025-01-03 22:20:14,u_010786,3,steps_reward,step_promo_default
p_00008885,2025-01-03 22:20:16,u_001382,3,steps_reward,step_promo_default
p_00086544,2025-01-03 22:20:23,u_013378,-1,steps_reward,step_promo_default
p_00025355,2025-01-03 22:20:28,u_003933,2,steps_reward,step_promo_default
p_00045476,2025-01-03 22:20:37,u_007005,3,steps_reward,step_promo_default
p_00059459,2025-01-03 22:20:57,u_009185,3,steps_reward,step_promo_default
p_00020200,2025-01-03 22:21:14,u_003122,-1,steps_reward,step_promo_default
p_00037815,2025-01-03 22:21:15,u_005820,3,steps_reward,step_promo_default
p_00084450,2025-01-03 22:21:17,u_013061,3,steps_reward,step_promo_default
p_00041021,2025-01-03 22:21:20,u_006328,5,steps_reward,step_promo_default
p_00106972,2025-01-03 22:21:21,u_011955,5,ad_reward,ad_watch_bonus
p_00051075,2025-01-03 22:21:29,u_007875,3,steps_reward,step_promo_default
p_00047911,2025-01-03 22:21:35,u_007383,3,steps_reward,step_promo_default
p_00071882,2025-01-03 22:21:50,u_011109,2,steps_reward,step_promo_default
p_00085784,2025-01-03 22:22:01,u_013261,3,steps_reward,step_promo_default
p_00089834,2025-01-03 22:22:01,u_013867,5,steps_reward,step_promo_default
p_00100290,2025-01-03 22:22:02,u_013829,7,ad_reward,ad_watch_bonus
p_00096641,2025-01-03 22:22:03,u_014925,3,steps_reward,step_promo_default
p_00027825,2025-01-03 22:22:03,u_004306,-1,steps_reward,step_promo_default
p_00088417,2025-01-03 22:22:04,u_013657,-1,steps_reward,step_promo_default
p_00063681,2025-01-03 22:22:05,u_009842,3,steps_reward,step_promo_default
p_00078313,2025-01-03 22:22:07,u_012094,10,steps_reward,step_promo_default
p_00066252,2025-01-03 22:22:10,u_010244,3,steps_reward,step_promo_default
p_00085830,2025-01-03 22:22:11,u_013269,10,steps_reward,step_promo_default
p_00062710,2025-01-03 22:22:13,u_009711,3,steps_reward,step_promo_default
p_00086692,2025-01-03 22:22:15,u_013403,5,steps_reward,step_promo_default
p_00020556,2025-01-03 22:22:21,u_003170,3,steps_reward,step_promo_default
p_00024006,2025-01-03 22:22:23,u_003716,5,steps_reward,step_promo_default
p_00049576,2025-01-03 22:22:28,u_007637,6,steps_reward,step_promo_default
p_00068220,2025-01-03 22:22:29,u_010541,3,steps_reward,step_promo_default
p_00107176,2025-01-03 22:22:47,u_001202,12,ad_reward,ad_watch_bonus
p_00022245,2025-01-03 22:22:54,u_003439,3,steps_reward,step_promo_default
p_00003921,2025-01-03 22:22:56,u_000615,-1,steps_reward,step_promo_default
p_00077569,2025-01-03 22:22:58,u_011974,3,steps_reward,step_promo_default
p_00060739,2025-01-03 22:22:59,u_009389,3,steps_reward,step_promo_default
p_00029459,2025-01-03 22:23:05,u_004548,3,steps_reward,step_promo_default
p_00046554,2025-01-03 22:23:06,u_007177,3,steps_reward,step_promo_default
p_00022741,2025-01-03 22:23:13,u_003514,2,steps_reward,step_promo_default
p_00021641,2025-01-03 22:23:14,u_003347,3,steps_reward,step_promo_default
p_00080766,2025-01-03 22:23:17,u_012478,3,steps_reward,step_promo_default
p_00048088,2025-01-03 22:23:23,u_007406,-1,steps_reward,step_promo_default
p_00058957,2025-01-03 22:23:37,u_009108,3,steps_reward,step_promo_default
p_00001798,2025-01-03 22:23:40,u_000289,-1,steps_reward,step_promo_default
p_00079808,2025-01-03 22:23:41,u_012326,5,steps_reward,step_promo_default
p_00073475,2025-01-03 22:23:47,u_011353,3,steps_reward,step_promo_default
p_00004039,2025-01-03 22:24:05,u_000635,2,steps_reward,step_promo_default
p_00049933,2025-01-03 22:24:16,u_007696,5,steps_reward,step_promo_default
p_00043651,2025-01-03 22:24:20,u_006728,5,steps_reward,step_promo_default
p_00077122,2025-01-03 22:24:21,u_011909,3,steps_reward,step_promo_default
p_00100083,2025-01-03 22:24:26,u_000405,12,ad_reward,ad_watch_bonus
p_00096772,2025-01-03 22:24:27,u_014944,5,steps_reward,step_promo_default
p_00012341,2025-01-03 22:24:34,u_001914,3,steps_reward,step_promo_default
p_00005133,2025-01-03 22:24:34,u_000804,3,steps_reward,step_promo_default
p_00017264,2025-01-03 22:24:42,u_002675,2,steps_reward,step_promo_default
p_00001775,2025-01-03 22:24:43,u_000287,3,steps_reward,step_promo_default
p_00078921,2025-01-03 22:24:45,u_012192,3,steps_reward,step_promo_default
p_00055718,2025-01-03 22:24:46,u_008584,3,steps_reward,step_promo_default
p_00064443,2025-01-03 22:24:47,u_009970,3,steps_reward,step_promo_default
p_00008249,2025-01-03 22:24:47,u_001287,3,steps_reward,step_promo_default
p_00053612,2025-01-03 22:24:49,u_008253,2,steps_reward,step_promo_default
p_00089951,2025-01-03 22:24:50,u_013883,3,steps_reward,step_promo_default
p_00106720,2025-01-03 22:25:00,u_013768,7,ad_reward,ad_watch_bonus
p_00076244,2025-01-03 22:25:00,u_011770,2,steps_reward,step_promo_default
p_00029352,2025-01-03 22:25:08,u_004530,3,steps_reward,step_promo_default
p_00069734,2025-01-03 22:25:08,u_010782,5,steps_reward,step_promo_default
p_00035863,2025-01-03 22:25:14,u_005524,10,steps_reward,step_promo_default
p_00029880,2025-01-03 22:25:20,u_004609,3,steps_reward,step_promo_default
p_00010519,2025-01-03 22:25:24,u_001624,3,steps_reward,step_promo_default
p_00077453,2025-01-03 22:25:30,u_011956,3,steps_reward,step_promo_default
p_00087718,2025-01-03 22:25:32,u_013557,2,steps_reward,step_promo_default
p_00023863,2025-01-03 22:25:35,u_003693,3,steps_reward,step_promo_default
p_00089901,2025-01-03 22:25:38,u_013876,2,steps_reward,step_promo_default
p_00004107,2025-01-03 22:25:39,u_000645,2,steps_reward,step_promo_default
p_00011573,2025-01-03 22:25:41,u_001787,3,steps_reward,step_promo_default
p_00026676,2025-01-03 22:25:49,u_004129,2,steps_reward,step_promo_default
p_00031652,2025-01-03 22:25:52,u_004894,3,steps_reward,step_promo_default
p_00088499,2025-01-03 22:25:55,u_013671,3,steps_reward,step_promo_default
p_00076258,2025-01-03 22:25:57,u_011772,-1,steps_reward,step_promo_default
p_00021039,2025-01-03 22:25:57,u_003246,3,steps_reward,step_promo_default
