user_id,group,signup_date,country,baseline_steps_7d,steps_7d,reward_points_7d,ad_revenue_7d,is_retained_d7
u_009642,test,2024-11-03,US,4769,33398,82,3.31,1
u_007628,test,2024-11-18,KR,4169,30374,66,3.25,0
u_007094,test,2024-11-06,JP,5986,39379,71,1.7,1
u_001039,test,2024-12-05,US,7028,42907,67,4.03,0
u_011207,control,2024-11-11,KR,8756,70747,158,3.42,1
u_013011,test,2024-12-13,JP,3611,32786,76,0.94,1
u_000886,test,2024-12-22,JP,4299,31876,63,2.58,1
u_010771,control,2024-11-26,KR,2462,16928,42,0.53,0
u_010730,test,2024-11-12,KR,6364,49770,121,2.31,0
u_011634,test,2024-12-18,US,5742,35945,85,2.53,1
u_012416,control,2024-12-21,KR,6355,45900,86,2.0,0
u_003781,test,2024-12-07,KR,4840,33617,69,2.82,0
u_012247,test,2024-12-31,KR,3212,28993,55,2.5,0
u_005270,test,2024-12-28,KR,6087,47503,110,4.84,1
u_012070,test,2024-12-16,JP,5340,43527,84,2.32,0
u_012561,test,2024-11-11,JP,7389,55056,113,1.43,1
u_010443,test,2024-12-21,JP,4327,32631,62,1.2,1
u_002964,control,2024-12-05,KR,8369,52665,113,1.88,0
u_006669,test,2024-11-11,KR,5280,48166,102,2.86,1
u_009684,test,2024-11-01,US,3884,35784,80,2.65,0
u_001947,control,2024-11-04,KR,8546,54920,100,4.23,0
u_003869,control,2024-11-21,KR,3413,23824,54,0.92,0
u_011332,test,2024-12-08,JP,4835,40969,95,3.78,1
u_010698,control,2024-12-20,KR,7675,70858,108,6.0,0
u_006835,test,2024-12-25,KR,5926,46436,71,2.62,1
u_012924,test,2024-12-28,KR,4553,34527,57,2.63,1
u_004212,test,2024-12-26,KR,3300,30259,50,0.81,1
u_000445,test,2024-11-14,KR,5759,54388,111,2.53,0
u_007010,test,2024-12-03,KR,5154,35991,77,2.8,1
u_006655,test,2024-11-01,KR,6126,47808,81,2.94,1
u_002558,test,2024-12-04,KR,5283,40225,94,3.35,0
u_012065,control,2024-12-25,KR,4564,29254,58,1.4,1
u_013942,control,2024-11-28,US,6903,41515,97,2.27,1
u_012899,control,2024-11-19,JP,6464,40436,76,3.94,1
u_009960,test,2024-12-27,JP,2566,21938,54,0.66,1
u_006375,control,2024-12-30,KR,2512,16280,34,0.72,1
u_001113,control,2024-12-24,KR,3986,22330,33,0.59,0
u_003076,test,2024-11-02,KR,3563,26321,58,2.12,1
u_000501,control,2024-12-31,KR,6371,44733,99,4.67,1
u_002811,control,2024-11-15,KR,5345,38280,81,1.0,0
u_013198,control,2024-11-20,KR,8222,43572,106,2.57,0
u_011846,test,2024-11-04,US,4947,42212,85,4.28,1
u_005537,control,2024-12-05,JP,5597,30485,70,1.51,1
u_005448,control,2024-12-03,KR,6471,42830,86,2.87,1
u_008455,test,2024-12-19,KR,3601,27852,62,1.16,1
u_011685,test,2024-11-03,KR,8048,61527,92,5.14,0
u_006228,control,2024-11-29,JP,6280,43616,104,3.39,1
u_007481,control,2024-12-30,KR,3720,32360,77,1.05,1
u_004194,test,2024-11-25,KR,5324,40883,95,2.57,0
u_007291,test,2024-11-08,US,5804,34786,61,3.67,1
u_001551,control,2024-12-29,KR,4569,26517,56,0.76,0
u_003885,test,2024-12-08,JP,3755,25466,46,2.54,0
u_003830,control,2024-11-11,KR,5138,38948,88,1.57,1
u_007888,control,2024-12-30,US,8643,53081,100,2.14,1
u_012837,control,2024-12-28,KR,6737,54857,135,4.87,0
u_013591,test,2024-11-30,KR,7651,54050,112,4.06,0
u_009354,control,2024-12-21,JP,3549,26472,43,0.95,1
u_001550,test,2024-12-24,KR,4612,43597,66,2.74,0
u_000586,test,2024-12-27,JP,7490,56360,129,2.51,0
u_014161,test,2024-12-08,US,4318,27430,41,0.86,1
u_008247,test,2024-12-06,KR,5335,26913,63,0.87,1
u_003862,test,2024-11-04,US,7133,52298,108,1.94,0
u_000456,test,2024-12-06,KR,3804,25692,54,2.79,1
u_012315,test,2024-12-05,KR,5748,47210,76,1.45,1
u_014849,test,2024-12-26,US,4897,35916,74,1.67,0
u_006879,control,2024-12-21,KR,8056,60624,101,5.89,1
u_008600,control,2024-12-30,US,7631,43111,91,3.32,0
u_004854,test,2024-11-07,KR,4378,20726,33,2.16,0
u_002008,control,2024-12-09,KR,5624,38065,60,2.8,0
u_014133,test,2024-11-27,KR,5710,51223,119,5.15,1
u_005930,control,2024-12-17,KR,2934,26097,45,1.52,0
u_005352,control,2024-11-13,KR,9390,73836,139,5.84,0
u_007982,control,2024-12-28,JP,4918,28028,68,1.93,0
u_009373,test,2024-12-14,KR,3341,22656,48,2.37,1
u_007280,test,2024-12-05,KR,4807,29635,53,2.32,1
u_002016,control,2024-12-15,KR,5015,29259,50,1.64,0
u_014662,test,2024-12-06,KR,3169,27012,41,0.7,1
u_014301,test,2024-11-11,KR,5477,39739,92,1.5,1
u_013846,test,2024-12-06,US,6227,42637,88,2.98,0
u_006012,control,2024-11-06,KR,6329,46720,106,4.25,0
u_014885,test,2024-12-12,US,3907,22131,42,1.52,1
u_013082,test,2024-12-28,JP,3838,30056,55,1.64,0
u_008164,control,2024-12-15,US,6728,47792,114,2.47,1
u_012354,test,2024-11-18,KR,3444,29622,48,3.1,1
u_010866,test,2024-11-19,KR,3401,27709,60,1.97,1
u_009548,control,2024-12-04,US,4583,38519,87,3.05,0
u_007109,control,2024-12-22,KR,7678,59220,108,5.35,1
u_009092,test,2024-12-11,US,6116,34858,56,3.79,0
u_013768,control,2024-11-12,KR,2796,21764,54,0.59,0
u_006111,test,2024-12-12,US,6945,55509,83,3.03,1
u_004392,control,2024-12-15,KR,6915,54703,111,4.8,1
u_001965,test,2024-12-14,KR,5703,44483,109,2.98,1
u_007241,control,2024-11-10,KR,5023,30757,62,2.95,1
u_014705,control,2024-12-16,JP,3036,20096,42,1.8,1
u_001484,test,2024-12-29,JP,8360,55113,111,1.96,0
u_003338,test,2024-11-02,KR,7204,61511,142,5.54,1
u_007272,test,2024-12-17,KR,4698,35407,57,3.03,1
u_003924,control,2024-12-09,KR,3630,26166,47,0.72,0
u_014590,test,2024-11-21,US,5961,38129,92,3.64,1
u_004474,control,2024-11-21,KR,7882,73004,117,7.67,0
u_013278,control,2024-11-09,JP,4988,34839,82,3.54,1
u_013917,test,2024-12-15,JP,4109,23971,37,1.05,0
u_003529,test,2024-12-09,KR,6990,38513,87,1.66,0
u_013644,control,2024-11-05,KR,3992,31415,53,2.78,0
u_008644,control,2024-11-17,KR,4060,38939,59,1.3,1
u_009663,test,2024-11-01,US,6177,49950,103,2.05,0
u_013956,control,2024-12-22,JP,7072,61156,107,2.33,0
u_009415,test,2024-12-20,KR,3402,35322,72,1.2,0
u_000083,control,2024-11-22,JP,6558,53029,123,5.44,1
u_014808,test,2024-11-23,US,5728,43992,92,2.06,1
u_010492,test,2024-12-07,KR,5686,40664,66,1.44,0
u_011901,test,2024-12-10,KR,3680,34169,65,1.56,1
u_002603,test,2024-12-22,KR,5448,47651,101,2.17,0
u_011425,control,2024-12-20,US,3691,22991,49,2.1,1
u_010485,test,2024-11-04,JP,6182,44725,104,3.99,0
u_002461,control,2024-12-22,JP,5842,38307,58,2.86,0
u_011156,control,2024-12-31,JP,4584,27863,66,0.89,1
u_011484,control,2024-11-17,KR,4728,32136,51,2.57,1
u_013033,control,2024-12-15,JP,7036,60649,110,1.52,1
u_001944,test,2024-12-22,JP,2719,18037,27,1.44,0
u_004426,test,2024-11-09,US,6460,54174,89,3.56,1
u_013649,control,2024-11-19,KR,2674,18796,37,2.0,0
u_011822,test,2024-12-10,JP,7861,59866,97,5.92,1
u_003983,test,2024-11-23,US,6192,60995,91,4.76,1
u_003464,test,2024-12-01,KR,5755,46660,92,4.0,1
u_000048,test,2024-12-27,US,7105,61201,107,6.51,1
u_011187,test,2024-11-21,US,3025,25550,55,1.3,1
u_004037,control,2024-12-25,US,4352,24822,46,1.92,0
u_001616,control,2024-11-10,KR,4310,30255,64,2.12,1
u_008916,control,2024-12-21,KR,4018,26598,49,1.93,0
u_003403,control,2024-12-07,US,7572,43618,69,1.97,1
u_006709,control,2024-11-16,KR,3966,30393,71,0.87,1
u_010424,control,2024-11-13,KR,4270,27376,41,1.48,0
u_001244,test,2024-12-09,KR,5280,40687,80,4.11,0
u_004807,control,2024-11-12,KR,3087,20799,42,1.59,1
u_014829,control,2024-12-12,US,8476,62105,145,3.99,0
u_000280,control,2024-11-15,KR,10548,86384,206,2.46,1
u_004044,test,2024-12-01,US,6732,47707,76,4.34,1
u_000015,test,2024-11-22,KR,11578,87170,204,2.24,1
u_014107,test,2024-11-15,KR,5030,43016,104,1.92,1
u_002105,test,2024-12-11,US,5581,51265,96,3.02,0
u_013801,test,2024-12-02,KR,6387,56485,132,3.7,1
u_001223,control,2024-11-23,KR,1666,10508,21,0.98,1
u_001272,test,2024-11-27,JP,5414,31429,48,0.83,0
u_006607,test,2024-11-07,US,5664,42508,95,2.78,1
u_009267,test,2024-11-25,KR,4580,31274,71,1.56,0
u_008710,control,2024-12-06,US,4657,31586,48,3.45,1
u_014497,test,2024-12-20,JP,6503,49393,82,1.26,1
u_001192,test,2024-11-12,JP,5069,36456,69,2.91,1
u_009947,test,2024-11-12,US,5692,39197,86,1.59,1
u_011195,control,2024-11-16,US,5040,40411,87,2.08,1
u_002765,control,2024-12-23,KR,5461,45075,92,3.03,1
u_012147,control,2024-11-28,JP,4951,37280,57,3.22,1
u_002002,test,2024-11-16,KR,4400,36748,71,2.81,1
u_013086,control,2024-11-15,KR,5949,44262,82,4.23,1
u_008338,test,2024-12-21,JP,2811,23794,58,1.24,1
u_006615,control,2024-11-26,JP,3753,25871,42,1.4,0
u_006438,control,2024-12-16,KR,7536,52453,92,1.73,1
u_003789,control,2024-11-12,JP,5944,44298,109,3.43,1
u_006286,test,2024-11-13,KR,4725,38293,80,3.66,1
u_004104,test,2024-11-26,JP,7060,52507,84,3.32,1
u_009132,control,2024-12-25,JP,3267,22570,54,0.95,0
u_009187,test,2024-11-12,JP,2232,17880,35,1.12,0
u_009968,test,2024-12-06,KR,5365,53092,92,3.41,1
u_006442,control,2024-11-15,KR,3835,25235,45,1.8,1
u_006240,test,2024-11-14,KR,5683,36316,72,3.26,0
u_013467,test,2024-11-14,US,8243,62576,99,6.43,1
u_013112,control,2024-11-12,JP,3586,34436,56,2.7,1
u_006231,test,2024-12-30,JP,3037,18049,38,0.89,0
u_001539,test,2024-12-17,JP,7056,68258,146,3.8,1
u_009310,test,2024-11-12,US,6875,50842,111,5.11,1
u_013625,test,2024-11-22,US,6833,47951,80,3.19,1
u_004709,control,2024-11-30,KR,4680,39546,72,1.48,0
u_004701,control,2024-12-14,US,4336,40594,92,1.79,1
u_007067,test,2024-12-14,JP,8041,53793,134,4.41,1
u_008903,control,2024-11-26,KR,6398,38075,66,1.85,1
u_000809,test,2024-11-12,KR,8779,76570,150,7.72,0
u_009656,control,2024-11-25,KR,9032,72700,122,3.11,1
u_000999,control,2024-12-24,KR,3911,31875,57,1.24,0
u_005729,test,2024-11-04,KR,7433,61175,149,4.08,1
u_004492,control,2024-12-03,KR,6255,52017,96,4.56,1
u_012432,control,2024-11-28,KR,4045,32529,66,0.99,1
u_006039,test,2024-12-09,KR,4932,41701,93,3.8,1
u_007211,control,2024-12-16,JP,5657,35890,89,1.85,1
u_014955,test,2024-12-22,KR,5955,42468,72,2.99,1
u_007344,test,2024-12-11,KR,6465,58321,110,4.68,1
u_005965,control,2024-12-29,KR,6566,48172,80,1.76,1
u_001188,control,2024-12-14,KR,7412,45004,111,1.21,1
u_005474,control,2024-11-09,KR,4041,26853,43,1.88,0
u_006725,control,2024-12-29,US,6172,38341,67,3.27,1
u_014743,control,2024-12-04,JP,6260,37680,63,4.0,0
u_000856,test,2024-11-28,KR,5873,36283,67,3.49,1
u_008842,control,2024-12-11,KR,5006,31631,61,3.05,1
u_000336,test,2024-12-08,KR,5263,39583,72,4.09,0
u_012288,test,2024-12-11,US,7635,42742,73,1.34,1
u_002363,test,2024-11-25,KR,4563,31693,76,2.43,1
u_004412,control,2024-12-03,KR,5045,43246,72,2.61,0
u_013930,test,2024-12-07,KR,6406,52457,123,4.14,1
u_013601,control,2024-11-10,KR,9122,67813,158,2.1,1
u_012098,test,2024-12-04,KR,4716,31369,58,1.86,1
u_012721,control,2024-11-16,KR,6013,44709,69,4.5,0
u_012216,test,2024-12-15,US,6192,55816,126,3.45,1
u_004433,control,2024-12-13,KR,3649,27184,54,1.35,1
u_009557,test,2024-12-25,KR,9720,55351,106,3.68,1
u_007781,control,2024-12-14,JP,5111,24556,44,1.37,0
u_005672,test,2024-12-05,KR,3944,36694,66,1.17,1
u_011702,test,2024-12-27,JP,5741,44696,91,3.7,0
u_009572,control,2024-11-14,KR,6818,50023,124,3.36,1
u_006349,control,2024-11-15,KR,6466,40916,99,2.56,1
u_000884,test,2024-12-08,KR,3565,29079,46,2.59,1
u_010173,control,2024-11-21,JP,5429,43001,92,2.18,1
u_004430,control,2024-11-01,KR,3833,27389,61,1.73,0
u_009347,control,2024-12-12,KR,5498,41261,68,4.51,1
u_011354,test,2024-12-29,JP,7396,55502,103,3.86,1
u_000657,test,2024-12-19,KR,5504,45633,76,3.88,1
u_001124,control,2024-11-20,JP,6800,50194,83,3.77,1
u_004391,control,2024-12-04,KR,4342,31158,70,2.39,1
u_005627,test,2024-11-17,KR,5175,42390,101,2.53,1
u_003262,test,2024-11-12,KR,8456,72231,154,4.48,1
u_006213,test,2024-11-10,KR,8254,48122,96,4.54,1
u_003920,control,2024-11-02,KR,3208,25551,60,1.91,1
u_002049,test,2024-11-15,KR,4296,33558,60,1.34,1
u_014411,test,2024-12-11,US,3523,26945,59,2.52,1
u_005399,test,2024-11-01,JP,5150,33195,54,2.22,1
u_007605,control,2024-12-02,KR,3991,29591,55,1.1,1
u_004695,test,2024-11-01,JP,12326,78608,163,2.65,0
u_005968,test,2024-11-03,KR,6162,48942,120,2.21,0
u_012793,control,2024-11-06,KR,6989,39570,73,1.44,0
u_004294,control,2024-12-21,KR,3985,24401,55,2.18,1
u_010083,test,2024-12-12,KR,3304,23581,37,2.25,0
u_002575,test,2024-12-27,KR,4510,33901,74,1.72,1
u_000944,control,2024-12-03,KR,7924,62291,119,6.29,1
u_000981,test,2024-11-18,KR,5429,43651,86,4.13,1
u_012604,test,2024-11-12,US,2964,21157,34,0.75,1
u_012182,test,2024-12-04,KR,8241,73211,120,6.82,1
u_010228,control,2024-11-11,KR,5459,46544,92,2.69,1
u_009054,control,2024-11-27,JP,7184,48398,120,2.35,1
u_012648,test,2024-12-23,KR,7487,73625,157,4.47,1
u_012102,test,2024-12-24,US,5526,48360,82,4.98,1
u_007433,control,2024-12-26,KR,7353,54459,90,3.01,0
u_006187,control,2024-12-23,KR,8413,58558,121,2.59,1
u_006786,control,2024-12-28,KR,7499,58630,118,1.61,1
u_014038,test,2024-11-30,KR,4470,32966,60,3.23,0
u_013345,test,2024-12-21,KR,4246,34766,62,1.72,1
u_005550,test,2024-11-20,JP,3385,25958,61,1.04,1
u_001678,test,2024-11-02,KR,5278,43222,90,1.83,1
u_004023,control,2024-11-06,US,5433,40863,90,2.7,1
u_011507,control,2024-11-30,KR,2851,22010,48,0.55,1
u_002817,test,2024-12-16,KR,5525,46970,95,1.69,1
u_000691,test,2024-11-25,KR,4116,31365,74,1.19,1
u_002208,control,2024-12-31,JP,2443,13794,29,1.47,0
u_013987,control,2024-12-19,KR,1231,7887,14,0.36,0
u_002397,control,2024-12-17,KR,7144,62265,147,3.02,1
u_012675,test,2024-12-14,KR,5121,35284,65,2.71,1
u_001825,test,2024-12-27,JP,2349,15637,27,1.09,0
u_009753,test,2024-12-10,KR,4909,33838,62,3.4,1
u_007870,control,2024-11-23,US,7288,54440,121,1.48,1
u_001230,control,2024-11-17,US,5591,40242,92,1.27,1
u_012397,control,2024-11-05,US,4492,29514,60,1.37,0
u_004198,test,2024-11-08,KR,3349,26111,59,2.77,1
u_004997,test,2024-11-26,KR,7290,64195,150,5.77,1
u_008694,control,2024-11-26,JP,4048,28341,70,1.69,1
u_004861,control,2024-11-16,JP,5298,36303,60,2.18,0
u_005353,test,2024-11-01,KR,6833,58198,103,3.31,1
u_014102,control,2024-12-07,JP,5593,41615,76,4.47,1
u_007153,control,2024-11-12,KR,5520,41845,101,4.01,0
u_012492,control,2024-11-17,JP,6043,30278,59,3.27,0
u_006296,test,2024-11-12,KR,5467,42307,72,3.55,0
u_003168,control,2024-12-13,US,9802,81526,158,3.28,1
u_014923,control,2024-12-14,KR,6207,44752,70,1.82,1
u_009774,test,2024-11-09,KR,5172,31361,65,1.21,1
u_006647,test,2024-12-09,KR,6549,51681,90,4.33,1
u_000543,control,2024-12-27,KR,5838,37907,80,1.92,1
u_008390,test,2024-12-04,KR,7426,55902,126,3.07,0
u_001189,test,2024-12-07,US,2949,22496,52,2.11,0
u_003646,test,2024-12-11,KR,4867,46248,102,1.56,1
u_008498,test,2024-12-05,KR,4839,36534,77,3.43,1
u_012173,control,2024-12-14,KR,7390,59165,114,2.36,1
u_013911,test,2024-11-25,KR,3890,31861,63,0.81,0
u_008852,test,2024-12-08,KR,5021,41980,90,3.09,1
u_006951,control,2024-12-08,US,5138,31024,64,1.05,0
u_001891,control,2024-12-23,KR,3931,35240,70,2.91,1
u_010701,control,2024-12-07,KR,2447,19479,42,1.59,1
u_010736,test,2024-12-03,KR,2785,21290,36,1.27,0
u_001314,control,2024-12-30,KR,3297,20600,47,1.47,1
u_013237,control,2024-12-20,KR,8857,63415,151,4.5,0
u_011146,control,2024-11-30,KR,5114,34362,62,0.99,1
u_007321,test,2024-12-06,KR,8678,72057,127,1.96,1
u_002346,test,2024-12-22,KR,6046,63814,125,1.97,1
u_014446,test,2024-11-26,US,9069,91398,173,6.86,1
u_002937,test,2024-12-23,KR,6470,53307,131,5.68,1
u_011043,control,2024-12-10,KR,6450,42238,83,2.49,1
u_013610,test,2024-12-09,US,6392,56948,125,2.59,0
u_011140,test,2024-11-25,KR,3813,21587,35,1.1,1
u_002773,test,2024-12-24,KR,1037,7539,17,0.64,0
u_003818,test,2024-12-15,JP,7174,61200,98,4.39,1
u_009789,control,2024-12-25,KR,4425,30343,74,1.4,1
u_007731,control,2024-12-25,JP,3480,17866,35,0.94,0
u_009792,test,2024-11-11,KR,7298,55222,133,1.77,1
u_005180,test,2024-11-04,KR,6142,39183,66,4.13,1
u_000473,test,2024-12-01,KR,4390,38136,72,1.25,1
u_011235,control,2024-12-08,KR,2115,14242,22,1.31,0
u_000462,test,2024-12-11,KR,7283,63312,138,4.22,1
u_006679,test,2024-11-16,KR,3380,24028,53,1.78,0
u_012410,test,2024-11-04,US,9124,71816,132,1.84,1
u_011361,control,2024-12-07,KR,3731,31875,69,3.44,1
u_009453,test,2024-12-13,JP,6012,50755,111,3.83,1
u_005555,test,2024-11-20,JP,6106,42245,97,2.53,0
u_003970,test,2024-11-01,KR,4780,33550,74,1.18,1
u_011594,control,2024-12-11,JP,6475,51959,123,5.56,1
u_009833,control,2024-12-24,US,5769,43345,82,2.17,1
u_010344,control,2024-11-02,JP,6085,50436,84,4.91,1
u_002184,control,2024-12-17,KR,3436,21871,34,0.97,0
u_010644,test,2024-11-04,JP,7576,62561,110,5.47,0
u_004312,control,2024-12-01,US,8044,48139,119,4.41,1
u_010100,control,2024-11-15,US,3728,28913,66,1.0,0
u_003386,control,2024-11-30,US,2527,18512,41,1.57,0
u_009503,control,2024-12-20,JP,4127,26526,55,2.4,1
u_001241,control,2024-11-19,US,5268,44795,92,4.81,1
u_012788,test,2024-11-03,KR,7144,53849,96,2.27,0
u_011582,test,2024-12-04,JP,5538,36148,81,3.36,0
u_006373,test,2024-12-14,KR,7474,44327,110,1.12,1
u_010030,control,2024-12-07,KR,4800,32676,61,2.52,1
u_011055,test,2024-11-07,KR,3801,32473,77,1.05,0
u_003150,test,2024-12-22,US,4642,42284,102,1.07,0
u_005981,control,2024-12-24,JP,7188,44811,93,4.52,0
u_004889,test,2024-11-13,US,5504,43605,85,1.76,0
u_010514,test,2024-12-29,US,2823,21328,46,1.71,0
u_014294,control,2024-11-05,KR,4267,28387,44,2.12,0
u_010048,control,2024-11-23,US,5978,43203,73,1.13,0
u_011706,test,2024-11-26,KR,5170,34775,63,3.07,1
u_004366,control,2024-11-14,KR,5858,36762,75,1.01,1
u_014758,control,2024-12-30,KR,8591,59114,130,4.98,1
u_007773,test,2024-12-09,KR,2677,17205,40,1.06,1
u_004106,control,2024-11-22,KR,6301,48829,75,4.92,1
u_005219,control,2024-12-22,US,7285,49779,80,2.98,1
u_012023,control,2024-11-14,KR,2846,21569,41,1.6,1
u_010692,control,2024-11-05,US,6260,49799,90,1.84,1
u_004409,test,2024-12-16,US,6886,54584,133,1.84,1
u_005885,control,2024-11-20,KR,2810,17142,38,1.4,0
u_008026,control,2024-12-27,KR,5662,46349,83,2.3,0
u_013613,test,2024-11-28,JP,4483,41045,67,2.63,1
u_001696,test,2024-12-09,US,4739,38744,90,2.1,0
u_007210,control,2024-12-29,KR,5759,38138,86,1.41,0
u_000572,control,2024-12-19,KR,4788,38085,82,1.2,1
u_003362,control,2024-12-08,JP,5366,42006,104,3.14,1
u_014242,control,2024-12-26,KR,4975,28624,50,1.72,1
u_005156,test,2024-11-19,JP,6855,51195,112,1.53,0
u_007260,test,2024-12-20,US,5412,55349,106,3.88,0
u_003184,test,2024-12-06,KR,7141,54076,123,5.4,1
u_000468,test,2024-11-17,KR,4733,35250,53,1.6,1
u_000009,test,2024-11-25,KR,5516,41266,67,4.3,1
u_004691,test,2024-11-05,KR,4985,44345,75,4.81,1
u_010823,control,2024-12-12,US,4725,38704,60,4.15,0
u_004834,control,2024-12-12,KR,6436,51715,91,3.0,1
u_000267,control,2024-12-02,KR,4834,38742,84,2.88,1
u_014010,test,2024-12-10,US,5256,39679,60,1.61,0
u_003864,test,2024-11-20,JP,3340,20690,46,1.11,0
u_004573,control,2024-11-05,JP,2708,15319,25,1.23,1
u_001640,control,2024-12-15,US,4825,36277,66,1.24,1
u_004675,test,2024-12-16,KR,2677,22682,40,1.22,1
u_004497,test,2024-12-27,US,6081,43679,99,1.13,1
u_014704,test,2024-11-14,KR,1807,14671,25,1.19,0
u_001672,test,2024-11-13,JP,4715,45217,103,2.7,1
u_007326,test,2024-12-31,KR,8203,60450,137,5.17,1
u_014775,control,2024-12-30,KR,6368,45281,72,1.28,1
u_003743,test,2024-12-26,KR,5176,36357,54,1.97,1
u_009010,control,2024-11-01,KR,7026,53375,117,2.71,1
u_008251,test,2024-12-06,KR,5086,38452,93,1.64,0
u_010015,control,2024-12-19,US,2724,20001,39,2.02,0
u_007943,test,2024-12-05,KR,6795,46474,76,5.03,1
u_010178,test,2024-12-03,KR,3991,31482,50,3.14,1
u_003858,test,2024-11-03,US,4360,43262,78,1.58,1
u_014479,control,2024-12-23,JP,6152,50609,106,5.5,1
u_010084,test,2024-12-19,US,4654,37507,78,4.01,1
u_001526,control,2024-11-15,US,4529,24823,43,2.51,0
u_007968,control,2024-11-30,US,5805,34745,72,2.79,0
u_001505,test,2024-12-24,KR,7342,49400,74,5.35,1
u_014461,test,2024-12-29,JP,8770,62850,145,1.74,1
u_004946,test,2024-12-01,KR,6127,33653,71,2.79,1
u_006353,test,2024-12-02,JP,3785,25911,47,0.99,0
u_005571,test,2024-12-20,JP,4934,30193,65,1.68,0
u_000163,test,2024-11-04,JP,6217,47117,90,4.9,0
u_001307,test,2024-12-29,JP,3666,30678,57,1.67,1
u_006729,control,2024-12-27,JP,7007,47236,73,4.09,1
u_011449,test,2024-11-08,KR,6243,43385,90,1.52,0
u_006974,control,2024-12-17,KR,9156,62912,110,6.21,0
u_010180,control,2024-12-06,JP,5995,36779,58,1.93,1
u_011335,test,2024-12-30,US,892,7022,14,0.26,0
u_011734,control,2024-11-06,JP,8983,61561,141,4.55,1
u_012331,test,2024-12-17,KR,2993,21861,38,0.83,1
u_000024,test,2024-12-23,JP,6041,46122,105,4.77,1
u_012089,control,2024-11-01,JP,4076,28013,45,1.59,1
u_008682,test,2024-11-29,KR,6826,42614,84,3.19,1
u_004012,test,2024-12-05,KR,3138,23814,42,0.66,0
u_010567,control,2024-11-01,KR,5705,42873,91,4.22,1
u_012929,control,2024-12-13,JP,2977,18262,35,0.64,0
u_006814,control,2024-12-29,JP,6306,44547,84,3.32,0
u_014298,test,2024-11-23,JP,8694,50525,82,3.32,1
u_012726,test,2024-12-29,KR,6513,45066,71,2.43,0
u_010304,test,2024-12-18,JP,5536,41719,67,2.67,1
u_005427,test,2024-12-29,KR,5243,35098,75,1.69,1
u_007783,test,2024-12-01,US,7053,54770,86,3.54,0
u_012337,test,2024-12-28,KR,1913,14472,21,0.71,0
u_006320,test,2024-12-20,JP,3992,31682,75,2.27,0
u_002961,test,2024-11-14,KR,5870,47811,88,4.79,0
u_010107,test,2024-11-19,JP,8339,59787,120,5.63,0
u_013252,test,2024-11-06,KR,6923,66033,164,3.15,1
u_005489,test,2024-12-09,KR,7965,56960,111,2.98,1
u_005028,test,2024-12-13,US,4493,34261,58,2.01,1
u_012159,test,2024-11-01,US,8544,62104,110,5.5,1
u_013439,control,2024-12-22,KR,5479,42960,69,1.12,1
u_004237,test,2024-11-22,KR,2629,19354,45,0.77,1
u_007205,test,2024-12-24,KR,8750,71228,175,2.84,0
u_012790,control,2024-12-06,US,2744,13634,32,1.35,1
u_001053,control,2024-12-24,US,6553,44818,87,4.89,1
u_012674,control,2024-11-23,KR,6058,47618,98,4.08,1
u_003556,control,2024-11-11,KR,2620,18765,44,0.81,0
u_008087,test,2024-11-18,KR,4229,37692,63,2.39,1
u_002485,test,2024-11-03,JP,5345,41743,84,1.2,0
u_012175,control,2024-12-14,KR,2861,19996,41,1.8,1
u_008789,test,2024-11-21,KR,4072,33101,72,2.41,1
u_002827,test,2024-11-30,JP,6516,49632,110,2.7,1
u_000757,test,2024-12-21,KR,4770,39255,75,2.54,1
u_006866,control,2024-11-15,KR,8390,64772,102,3.67,1
u_000452,test,2024-12-16,US,6094,45333,97,2.58,0
u_012835,test,2024-12-04,JP,2117,16235,27,1.57,1
u_003876,control,2024-12-17,KR,5394,35559,59,2.63,1
u_010724,test,2024-12-07,JP,3628,29992,50,2.42,0
u_002256,control,2024-12-25,JP,6403,41354,70,2.69,1
u_002307,control,2024-11-09,KR,3785,25235,45,1.32,0
u_000604,control,2024-12-15,US,2619,23726,47,1.83,0
u_010721,control,2024-11-24,KR,4808,38031,82,3.3,1
u_004284,test,2024-12-07,KR,7361,64501,110,7.02,1
u_008586,test,2024-11-25,KR,8141,63054,103,5.61,1
u_009946,control,2024-11-15,US,6844,55877,101,1.67,0
u_007662,test,2024-12-01,KR,4466,32672,74,2.55,1
u_004935,control,2024-12-17,KR,6061,45144,92,1.45,1
u_004645,control,2024-12-19,US,6734,49534,117,4.72,1
u_009855,control,2024-11-25,KR,4008,25276,60,2.72,1
u_009737,test,2024-11-12,JP,4712,37559,90,3.3,1
u_000181,control,2024-12-05,JP,5361,34525,54,3.39,1
u_004593,test,2024-11-24,KR,10731,63695,100,6.43,1
u_006717,test,2024-11-06,KR,4112,28036,58,2.22,1
u_002813,control,2024-11-22,JP,4544,35770,60,2.68,0
u_014684,test,2024-11-18,JP,8070,47993,117,3.29,1
u_010262,control,2024-11-05,KR,6585,47297,107,3.14,1
u_003689,test,2024-12-16,KR,4443,26649,55,0.78,1
u_012235,test,2024-12-14,KR,3442,29120,49,2.76,0
u_002155,test,2024-11-22,JP,6144,56907,96,4.89,1
u_005069,control,2024-12-18,US,5323,37231,65,2.67,1
u_013004,test,2024-11-28,US,5181,39778,73,2.79,0
